name,categories
nymaim_behavior,"['trojan', 'ransomware']"
obfus_mutexes,['trojan']
office_appinfo_version,['vba']
office_check_doc_name,['office']
office_check_project_name,['vba']
office_check_window,['vba']
office_count_dirs,['vba']
office_create_object,['vba']
office_dde,['dropper']
office_eps_strings,['office']
office_http_request,['vba']
office_indirect_call,['office']
office_packager,"['dropper', 'office']"
office_platform_detect,['office']
office_recent_files,['vba']
office_vuln_guid,['office']
office_vuln_modules,['office']
oldrea,['rat']
origin_langid,['origin']
p2p_cnc,"['p2p', 'cnc']"
packer_entropy,['packer']
packer_polymorphic,['packer']
packer_upx,['packer']
packer_vmprotect,['packer']
pdf_attachments,['static']
pdf_javascript,['static']
pdf_openaction,['static']
pdf_openaction_js,['static']
pe_features,['packer']
pe_unknown_resource_name,['packer']
peid_packer,['packer']
perflogger,['keylogger']
persistence_ads,"['persistence', 'ads']"
persistence_autorun,['persistence']
persistence_bootexecute,['persistence']
persistence_registry_exe,['persistence']
persistence_registry_javascript,['persistence']
persistence_registry_powershell,['persistence']
pidief,['trojan']
poebot,['rat']
poisonivy,['rat']
ponfoy,['rat']
ponybot_url,['ponybot']
pos_poscardstealer_url,['pos']
powerfun,"['script', 'malware', 'injector']"
powershell_bitstransfer,"['script', 'dropper', 'downloader', 'malware', 'powershell']"
powershell_c2dns,"['script', 'bot', 'dns', 'malware']"
powershell_ddi_rc4,"['script', 'dropper', 'downloader', 'malware', 'powershell']"
powershell_dfsp,"['script', 'dropper', 'downloader', 'malware']"
powershell_di,"['script', 'dropper', 'downloader', 'malware', 'powershell']"
powershell_download,['downloader']
powershell_empire,"['script', 'dropper', 'downloader', 'malware']"
powershell_meterpreter,"['script', 'meterpreter', 'powershell', 'malware']"
powershell_reg_add,"['script', 'powershell']"
powershell_request,['downloader']
powershell_unicorn,"['script', 'dropper', 'downloader', 'malware']"
powerworm,"['script', 'malware', 'powershell', 'worm']"
privilege_luid_check,['privileges']
process_interest,['generic']
process_martian,"['martian', 'exploit', 'dropper']"
process_needed,['generic']
protection_rx,['unpacking']
puce_mutexes,['worm']
putterpanda_mutexes,['rat']
pwdump_file,['hacktool']
qakbot,['rat']
queries_programs,['recon']
ragebot,['rat']
raises_exception,['']
ramnit,['rat']
ransomware_appends_extensions,['ransomware']
ransomware_bcdedit,['ransomware']
ransomware_dropped_files,['ransomware']
ransomware_extensions,['ransomware']
ransomware_file_moves,['ransomware']
ransomware_files,['ransomware']
ransomware_mass_file_delete,"['ransomware', 'wiper']"
ransomware_message,['ransomware']
ransomware_message_ocr,"['ransomware', 'ocr']"
ransomware_recyclebin,['ransomware']
ransomware_shadowcopy,['ransomware']
ransomware_viruscoder,['Ransomware']
ransomware_wbadmin,['ransomware']
rat_adzok,['rat']
rat_beastdoor,['rat']
rat_beebus_mutexes,['rat']
rat_bifrose,['rat']
rat_blackhole,['rat']
rat_blackice,['rat']
rat_blackshades,['rat']
rat_bottilda,['rat']
rat_buzus_mutexes,['rat']
rat_comRAT,"['APT', 'RAT']"
rat_darkshell,['rat']
rat_delf,['trojan']
rat_dibik,['rat']
rat_fexel_ip,['rat']
rat_flystudio,['rat']
rat_fynloski,['rat']
rat_hikit,['rat']
rat_hupigon,['rat']
rat_jewdo,['rat']
rat_koutodoor,['rat']
rat_likseput,['rat']
rat_lolbot,['backdoor']
rat_madness,['rat']
rat_mybot,['rat']
rat_naid_ip,['rat']
rat_netobserve,['rat']
rat_pasta,['rat']
rat_pcclient,['rat']
rat_plugx,['rat']
rat_rbot,['rat']
rat_sdbot,['backdoor']
rat_shadowbot,['rat']
rat_siggenflystudio,['rat']
rat_spynet,['rat']
rat_swrort,['rat']
rat_teamviewer,['rat']
rat_travnet,['rat']
rat_trogbot,['rat']
rat_turkojan,['rat']
rat_urxbot,['rat']
rat_vertex,['rat']
rat_xtreme,['rat']
rat_zegost,['rat']
rdp_mutexes,['rat']
reads_user_agent,['stealth']
recon_beacon,"['network', 'recon']"
recon_checkip,['recon']
recon_fingerprint,['recon']
recon_programs,['recon']
recon_systeminfo,['recon']
removes_zoneid_ads,['generic']
renostrojan,['trojan']
rovnix,"['banker', 'trojan']"
rtf_unknown_character_set,['office']
rtf_unknown_version,['office']
runouce_mutexes,['worm']
sadbot,['rat']
self_delete_bat,['trojan']
senna,['rat']
sharing_rghost,['filesharing']
sharpstealer_url,['sharpstealer']
shellcode_writeprocessmemory,"['exploit', 'shellcode']"
shiza,['rat']
shutdown_system,['stealth']
shylock,['rat']
SipStun,['']
smtp_gmail,['smtp']
smtp_live,['smtp']
smtp_mail_ru,['smtp']
smtp_yahoo,['smtp']
sniffer_winpcap,['sniffer']
snort_alert,['network']
solarbot_url,['solarbot']
spreading_autoruninf,['spreading']
spyrecorder,['rat']
stack_pivot,"['exploit', 'rop']"
stack_pivot_shellcode_apis,"['exploit', 'rop', 'shellcode']"
stackpivot_shellcode_createprocess,"['exploit', 'rop', 'shellcode']"
staser,['rat']
stealth_childproc,['stealth']
stealth_hidden_extension,['stealth']
stealth_hidden_icons,['stealth']
stealth_hiddenfile,['stealth']
stealth_hide_notifications,['stealth']
stealth_system_procname,['stealth']
stealth_window,['stealth']
stops_service,['anti-av']
suricata_alert,['network']
suspicious_command_tools,"['commands', 'lateral']"
suspicious_powershell,"['script', 'dropper', 'downloader', 'packer']"
suspicious_process,['packer']
suspicious_tld,"['tldwatch', 'network']"
suspicious_write_exe,"['exploit', 'downloader', 'virus']"
sweetorange_mutexes,['exploit']
sysinternals_tools_usage,"['commands', 'lateral']"
TAPI_DP_mutex,['fraud']
targeted_flame,['targeted']
task_for_pid,['injection']
terminates_remote_process,"['persistence', 'stealth']"
tnega_mutexes,['trojan']
trojan_bublik,['rat']
trojan_ceatrg,['trojan']
trojan_dapato,['trojan']
trojan_emotet,['trojan']
trojan_jorik,['trojan']
trojan_jorik,['trojan']
trojan_kilim,['trojan']
trojan_lethic,['trojan']
trojan_lockscreen,['trojan']
trojan_mrblack,['trojan']
trojan_pincav,['trojan']
trojan_redosru,['trojan']
trojan_sysn,['trojan']
trojan_vbinject,['trojan']
trojan_yoddos,['trojan']
tufik_mutexes,['virus']
UFR_Stealer,['rat']
upatre,['rat']
upatretd_mutexes,['trojandl']
url_file,['generic']
urlshortcn_checkip,['urlshort']
urlspy,['rat']
uroburos_file,['rat']
uroburos_mutexes,['rat']
uses_windows_utilities,"['commands', 'lateral']"
vertex_url,['vertex']
vir_napolar,['vir']
vir_nebuler,['trojan']
vir_pykse,['worm']
virut,['rat']
vnc_mutexes,['rat']
volatility_devicetree_1,['generic']
volatility_handles_1,['generic']
volatility_ldrmodules_1,['generic']
volatility_ldrmodules_2,['generic']
volatility_malfind_2,['generic']
volatility_modscan_1,['generic']
volatility_svcscan_1,['generic']
volatility_svcscan_2,['generic']
volatility_svcscan_3,['generic']
wakbot,['rat']
warbot_url,['warbot']
win32_process_create,['wmi']
winsxsbot,['work']
wmi_antivm,"['wmi', 'anti-vm']"
wmi_persistance,['persistance']
wmi_service,['persistance']
worm_allaple,['worm']
worm_kolabc,['worm']
worm_palevo,['worm']
worm_phorpiex,['worm']
worm_psyokym,['worm']
worm_renocide,['worm']
worm_rungbu,['worm']
worm_xworm,['worm']
